Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Threat,Label
8080,6,10519,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,43255.062,665.4625,1753.1666,3886.7986,9680,19,411,205.5,204.35387,350,61,10188,3396.0,5446.836,9680,27,0,0,0,0,72,92,285.1982,380.26428,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,501,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3992.0159,501.0,0.0,501,501,501,501.0,0.0,501,501,0,0.0,0.0,0,0,0,0,0,0,40,0,3992.0159,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10663,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,42670.918,656.47565,1777.1666,3864.4912,9656,13,621,310.5,289.20667,515,106,10182,3394.0,5428.8105,9656,13,0,0,0,0,72,92,281.3467,375.12894,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,604,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3311.2583,604.0,0.0,604,604,604,604.0,0.0,604,604,0,0.0,0.0,0,0,0,0,0,0,40,0,3311.2583,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10684,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,42587.047,655.1853,1780.6666,3958.2542,9855,21,471,235.5,253.85133,415,56,10290,3430.0,5565.912,9855,80,0,0,0,0,72,92,280.7937,374.3916,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,488,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4098.361,488.0,0.0,488,488,488,488.0,0.0,488,488,0,0.0,0.0,0,0,0,0,0,0,40,0,4098.361,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11339,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,40126.996,617.3384,1889.8334,4169.9287,10391,2,564,282.0,332.34018,517,47,10840,3613.3333,5873.847,10391,2,0,0,0,0,72,92,264.5736,352.7648,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,9319,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,48824.98,751.15356,1553.1666,3406.7944,8498,16,529,264.5,301.9346,478,51,8861,2953.6667,4804.385,8498,16,0,0,0,0,72,92,321.92294,429.2306,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11072,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,41094.652,632.22546,1845.3334,4052.422,10108,13,634,317.0,315.36963,540,94,10562,3520.6667,5708.8105,10108,13,0,0,0,0,72,92,270.95377,361.27167,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10821,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,42047.87,646.8903,1803.5,3978.4368,9914,12,598,299.0,350.72498,547,51,10295,3431.6667,5616.7026,9914,12,0,0,0,0,72,92,277.2387,369.6516,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,650,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3076.923,650.0,0.0,650,650,650,650.0,0.0,650,650,0,0.0,0.0,0,0,0,0,0,0,40,0,3076.923,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,817,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2447.9805,817.0,0.0,817,817,817,817.0,0.0,817,817,0,0.0,0.0,0,0,0,0,0,0,40,0,2447.9805,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,9636,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,47218.76,726.4425,1606.0,3426.2659,8586,2,660,330.0,367.69553,590,70,9093,3031.0,4817.341,8586,2,0,0,0,0,72,92,311.3325,415.11002,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11369,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,40021.11,615.7094,1894.8334,4216.8647,10495,1,533,266.5,282.13562,466,67,10938,3646.0,5935.505,10495,1,0,0,0,0,72,92,263.87546,351.83392,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10556,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,43103.45,663.12994,1759.3334,3876.4263,9662,1,546,273.0,318.19806,498,48,10079,3359.6667,5461.924,9662,1,0,0,0,0,72,92,284.19855,378.93143,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,9381,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,48502.293,746.1891,1563.5,3338.9524,8363,1,611,305.5,375.4737,571,40,8830,2943.3333,4699.324,8363,1,0,0,0,0,72,92,319.79532,426.39377,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11256,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,40422.887,621.89056,1876.0,4114.8784,10264,23,644,322.0,377.59503,589,55,10690,3563.3333,5805.9277,10264,27,0,0,0,0,72,92,266.5245,355.36603,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,521,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3838.7715,521.0,0.0,521,521,521,521.0,0.0,521,521,0,0.0,0.0,0,0,0,0,0,0,40,0,3838.7715,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10627,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,42815.47,658.6995,1771.1666,3874.3833,9668,1,618,309.0,347.89655,555,63,10092,3364.0,5463.5,9668,1,0,0,0,0,72,92,282.2998,376.39975,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,12754,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,35675.082,548.8474,2125.6667,4775.654,11868,22,522,261.0,295.57065,470,52,12306,4102.0,6727.2256,11868,69,0,0,0,0,72,92,235.22032,313.6271,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,460,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4347.826,460.0,0.0,460,460,460,460.0,0.0,460,460,0,0.0,0.0,0,0,0,0,0,0,40,0,4347.826,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11569,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,39329.242,605.06525,1928.1666,4265.7305,10625,1,615,307.5,354.2605,558,57,11033,3677.6667,6019.9907,10625,1,0,0,0,0,72,92,259.3137,345.7516,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,741,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2699.0554,741.0,0.0,741,741,741,741.0,0.0,741,741,0,0.0,0.0,0,0,0,0,0,0,40,0,2699.0554,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,495,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4040.404,495.0,0.0,495,495,495,495.0,0.0,495,495,0,0.0,0.0,0,0,0,0,0,0,40,0,4040.404,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11130,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,40880.504,628.93085,1855.0,4103.0264,10221,2,652,326.0,329.51175,559,93,10604,3534.6667,5793.6343,10221,2,0,0,0,0,72,92,269.54178,359.38904,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,453,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4415.011,453.0,0.0,453,453,453,453.0,0.0,453,453,0,0.0,0.0,0,0,0,0,0,0,40,0,4415.011,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,490,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4081.6326,490.0,0.0,490,490,490,490.0,0.0,490,490,0,0.0,0.0,0,0,0,0,0,0,40,0,4081.6326,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10000,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,45500.0,700.0,1666.6666,3621.6448,9048,2,693,346.5,342.94678,589,104,9449,3149.6667,5111.962,9048,2,0,0,0,0,72,92,300.0,400.0,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,9783,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,46509.25,715.5269,1630.5,3513.2883,8791,21,550,275.0,315.36963,498,52,9306,3102.0,4931.1025,8791,52,0,0,0,0,72,92,306.6544,408.87253,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,475,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4210.5264,475.0,0.0,475,475,475,475.0,0.0,475,475,0,0.0,0.0,0,0,0,0,0,0,40,0,4210.5264,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10276,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,44277.93,681.1989,1712.6666,3775.7063,9410,1,556,278.0,318.19806,503,53,9794,3264.6667,5325.441,9410,1,0,0,0,0,72,92,291.94238,389.25653,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,551,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3629.7642,551.0,0.0,551,551,551,551.0,0.0,551,551,0,0.0,0.0,0,0,0,0,0,0,40,0,3629.7642,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10487,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,43387.05,667.4931,1747.8334,3764.655,9416,19,715,357.5,434.87067,665,50,9843,3281.0,5316.625,9416,19,0,0,0,0,72,92,286.06845,381.42462,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,679,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2945.508,679.0,0.0,679,679,679,679.0,0.0,679,679,0,0.0,0.0,0,0,0,0,0,0,40,0,2945.508,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,13984,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,32537.186,500.57208,2330.6667,5276.4883,13094,1,515,257.5,296.27774,467,48,13533,4511.0,7436.3066,13094,1,0,0,0,0,72,92,214.5309,286.0412,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,653,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3062.787,653.0,0.0,653,653,653,653.0,0.0,653,653,0,0.0,0.0,0,0,0,0,0,0,40,0,3062.787,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10404,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,43733.18,672.8182,1734.0,3836.5662,9556,16,575,287.5,331.6331,522,53,9904,3301.3333,5419.004,9556,16,0,0,0,0,72,92,288.35065,384.4675,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,682,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2932.5513,682.0,0.0,682,682,682,682.0,0.0,682,682,0,0.0,0.0,0,0,0,0,0,0,40,0,2932.5513,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,523,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3824.0918,523.0,0.0,523,523,523,523.0,0.0,523,523,0,0.0,0.0,0,0,0,0,0,0,40,0,3824.0918,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,9969,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,45641.49,702.17676,1661.5,3706.5732,9221,22,467,233.5,266.57925,422,45,9569,3189.6667,5225.499,9221,22,0,0,0,0,72,92,300.9329,401.24387,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,492,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4065.0408,492.0,0.0,492,492,492,492.0,0.0,492,492,0,0.0,0.0,0,0,0,0,0,0,40,0,4065.0408,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11098,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,40998.38,630.74426,1849.6666,4085.459,10179,1,546,273.0,319.61227,499,47,10619,3539.6667,5754.0005,10179,1,0,0,0,0,72,92,270.31897,360.4253,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11189,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,40664.938,625.61444,1864.8334,4101.924,10227,22,637,318.5,376.8879,585,52,10626,3542.0,5791.5767,10227,40,0,0,0,0,72,92,268.12048,357.49396,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,492,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4065.0408,492.0,0.0,492,492,492,492.0,0.0,492,492,0,0.0,0.0,0,0,0,0,0,0,40,0,4065.0408,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,15706,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,28969.82,445.68954,2617.6667,6055.654,14975,2,404,202.0,210.71782,351,53,15377,5125.6665,8532.094,14975,2,0,0,0,0,72,92,191.00981,254.67973,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,497,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4024.1448,497.0,0.0,497,497,497,497.0,0.0,497,497,0,0.0,0.0,0,0,0,0,0,0,40,0,4024.1448,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,9652,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,47140.49,725.2383,1608.6666,3448.183,8637,29,641,320.5,300.5204,533,108,9156,3052.0,4842.241,8637,29,0,0,0,0,72,92,310.8164,414.42188,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,624,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3205.1282,624.0,0.0,624,624,624,624.0,0.0,624,624,0,0.0,0.0,0,0,0,0,0,0,40,0,3205.1282,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11399,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,39915.78,614.0889,1899.8334,4213.946,10494,21,538,269.0,289.9138,474,64,10946,3648.6667,5931.181,10494,39,0,0,0,0,72,92,263.18097,350.908,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,467,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4282.6553,467.0,0.0,467,467,467,467.0,0.0,467,467,0,0.0,0.0,0,0,0,0,0,0,40,0,4282.6553,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,468,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4273.5044,468.0,0.0,468,468,468,468.0,0.0,468,468,0,0.0,0.0,0,0,0,0,0,0,40,0,4273.5044,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,9994,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,45527.316,700.4202,1665.6666,3600.5166,9002,1,497,248.5,280.7214,447,50,9567,3189.0,5042.07,9002,1,0,0,0,0,72,92,300.1801,400.24014,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,11020,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,41288.566,635.20874,1836.6666,3975.8218,9939,23,696,348.0,393.15137,626,70,10417,3472.3333,5603.9756,9939,36,0,0,0,0,72,92,272.2323,362.9764,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10400,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,43750.0,673.0769,1733.3334,3729.4934,9331,1,680,340.0,387.4945,614,66,9809,3269.6667,5254.661,9331,1,0,0,0,0,72,92,288.46155,384.6154,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10426,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,43640.9,671.39844,1737.6666,3798.089,9480,15,553,276.5,317.49094,501,52,9949,3316.3333,5342.403,9480,15,0,0,0,0,72,92,287.7422,383.65625,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,9402,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,48393.957,744.52246,1567.0,3373.9626,8444,2,559,279.5,256.67975,461,98,8976,2992.0,4728.9453,8444,2,0,0,0,0,72,92,319.08105,425.4414,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,488,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4098.361,488.0,0.0,488,488,488,488.0,0.0,488,488,0,0.0,0.0,0,0,0,0,0,0,40,0,4098.361,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
